post likes,post date,post caption,comments,time per comment,user per comment,likes per comment,num of comments
50,"Nov 17, 2023","Discover how chatbots can perfect your designs and deliver exceptional user experiences. 👇

Explore leveraging AI chatbots to enhance your design process. Learn how to optimize designs, streamline business processes, and improve user engagement.

Including:

💥 The role of chatbots in business processes
💥 AI chatbot examples
💥 11 tips for using chatbots to test designs

Start now 👉 🔗 in bio.",[],[],[],[],0
20,"Nov 21, 2023","Large language models (LLMs) can be transformational when embedded into workflows.

However, hallucinations are one of the biggest risks when working with LLMs.

Josh Reini, Developer Relations Engineer at #TruEra, discusses solving issues that cause hallucinations, why you should consider LLM-based evals when building your app, and more.

Key takeaways:

💥 Uncover common failure modes for LLM apps.
💥 Learn the different evaluations for reducing hallucination, improving retrieval quality, and more.
💥 Discover how to evaluate LLM apps with TruLens.

⏰ Tues Nov 28, 🔗 in bio to register.",[],[],[],[],0
65,"Nov 14, 2023","The data ecosystem is flooded with different tools; as data practitioners, it is almost impossible to keep up with every new tool or language.

Many focus on the fundamentals—SQL and Python—which are foundational to most data roles. In this code-along, Vino Duraisamy, Developer Advocate at @Snowflake, explores how to use Snowpark Python and SQL to perform data analysis in the Snowflake Data Cloud.

Key takeaways:

💥 Connect to a Snowflake database from DataCamp Workspace
💥 Perform exploratory data analysis on Snowflake data using Python and SQL

⏰ Tues Nov 21, 🔗 in bio to register.",['👏👏👏'],['8w'],['credslife_'],['0'],1
58,"Dec 14, 2023","Did you know you can use Workspace to take course notes? ✍️

Retaining new concepts is essential for long-term learning, especially when progressively mastering a new skill or technology. Now, you can better retain what you learn in courses by writing notes you can easily refer to later.

Try it on Workspace for free 👉 🔗 in bio.",[],[],[],[],0
40,"Dec 2, 2023","#CyberMonday Extension: Get 50% off DataCamp Premium.

Due to popular demand, we've extended our promo period to enable more learners to unlock unlimited data and AI learning throughout 2024.

💥 Master the world's most in-demand skills at your own pace
💥 Select from 20+ skill and career tracks
💥 Build your data CV with Forbes' #1 data certification program
💥 Start coding and using AI from day one with learning paths in #Python, #SQL, #R, #ChatGPT, #PowerBI, and more

Offer ends soon. Claim now 👉🔗 in bio.",[],[],[],[],0
83,"Nov 30, 2023","Working in data is highly desirable: It's intellectually rewarding, well-paid, and you can do it anywhere. 🌎 💰

But, it's competitive.

Lindsay Murphy, Head of Data @SecodaHQ, explains the skills you need to land your dream data role.

Key takeaways:

💥 The data and soft skills you need for that first data role.
💥 Understand the hiring process, from responding to the job advert to getting your offer letter.
💥 Creating a portfolio and other practices to show off your skillset.

⏰ Weds Dec 6, 🔗 in bio to register.",[],[],[],[],0
23,"Nov 20, 2023","How can good data access transform your organization?

Lilac Schoenbeck, VP of Strategic Initiatives at #RocketSoftware, unpacks data democratization and the importance of having widespread data capabilities across an organization, processes to encourage good data usage, and more.

Key takeaways:

💥 Democratize access to data: Improve access by providing the right tools and ensuring a shared understanding.

💥 Foster collaboration: Encourage collaboration between data scientists and business teams.

💥 Create a data topology map: Build a comprehensive view of how data flows through the organization to make informed decisions.

🎧 Listen now, 🔗 in bio.",[],[],[],[],0
57,"Dec 15, 2023","How will Generative AI reshape our working worlds in 2024?

As we turn the page to 2024, we anticipate generative AI becoming even more pervasive, almost invisible, seamlessly integrating into our digital experiences at work and in life.

In many ways, 2024 will mark the ""end of the beginning"" of the AI paradigm shift—creating a defining moment for organizations and individuals as they navigate this new landscape.

Discover our data and AI predictions for 2024, which explore these topics and much more.

Download now for free 👉🔗 in bio.",[],[],[],[],0
113,"Nov 25, 2023","Artificial intelligence is quickly becoming widely adopted across many applications. But how does it help out in data analytics?

Uncover five unique ways to use AI in data analytics. Each method involves different tools commonly used in the field, so you can apply them quickly and easily.

Including:

💥 What is AI in data analytics?
💥 The importance of AI in data analytics
💥 5 unique ways to use AI in data analytics
💥 Future trends in AI and data analytics

Discover more 👉🔗 in bio.",[],[],[],[],0
36,"Dec 3, 2023","Hong Qu, Adjunct Lecturer at @harvardkennedyschool, has used DataCamp Classrooms to teach Advanced Data and Information Visualization for the past three years. 👇

#DCClassroom's purpose is simple: to enable free access to DataCamp's entire learning library for teachers and students at any degree-giving institution.

Alongside driving independent learning with the world's most in-demand data and AI skills, it streamlines teaching through the group dashboard so you can seamlessly create assignments, track progress, and create tailored learning paths depending on individual student skill levels.

👉 Swipe to see what teachers can unlock today. 👉

Enhance your data and AI teaching for free. Apply now: https://ow.ly/mN9f50PIsbz",[],[],[],[],0
22,"Dec 6, 2023","Although a 'must-have' technology of the year, Large Language Models (LLMs) like Llama 2 can only accurately answer questions about your business with specific domain knowledge.

The solution is to combine the LLM with a vector database like Chroma—a technique known as retrieval augmented generation (RAG). Dan Becker, Chief Generative AI Architect at @straive__, explores getting started with Chroma, alongside performing Q&A on documents using Llama 2, the RAG technique, and LlamaIndex.

Key takeaways:

💥 How to store text in the Chroma vector database.
💥 Using retrieval augmented generation to combine LLama 2 and Chroma.
💥 How to develop AI applications using LlamaIndex

⏰ Tues, Dec 12, 🔗 in bio.",[],[],[],[],0
286,"Dec 14, 2023","💼 New Career Track: Step into the cutting-edge field of machine learning engineering with this comprehensive track designed for aspiring professionals.

Across interactive courses and real-world projects, master the fundamentals of MLOps, working hands-on with critical technologies like #Python, #Docker, and #MLflow. You will learn about concepts such as CI/CD, deployment strategies, and concept drift.

Upon completing this track, you'll emerge as a well-rounded machine learning engineer with all the skills required for a junior machine learning engineer role. 🚀

👉 Swipe through for the track breakdown. 👉

Invest in yourself. Start today for free, 🔗 in bio.","['How much does this entire course cost?', 'Is it available for the existing users as well?']","['4w', '4w']","['datalytics.tech', 'shrey_wolfie94']","['0', '1 like']",2
93,"Dec 17, 2023","How Ihor Miroshnychenko, Associate Professor, Kyiv National Economics University and @iso_pd, prepares his students for a data-driven future with the help of DataCamp Classrooms. 👇

🎓 #DCClassroom's singular purpose is to enable free access to in-demand data and AI skills for all teachers and students at any degree-giving institution.

Alongside 450+ interactive courses for all levels, Classrooms includes all Certifications, advanced reporting features, career tracks, and more to equip university students with skills to stand out in a competitive job market.

In 2024, evolving generative AI and data technologies will influence how we work more than ever. Take advantage of this opportunity to transform your classroom teaching experience with free access to Datacamp.

No credit card info is required. Apply now 👉 🔗 in bio.",[],[],[],[],0
97,"Nov 15, 2023","Brand new #PowerBI course: Work with two datasets and master common techniques to analyze data over time. ⏳

Start by analyzing Superstore data for Point of Sale (PoS) across various locations and times, where you will learn to calculate changes using different kinds of window functions, period-to-date, and period-over-period functions.

Then dive into financial data from Microsoft (NASDAQ: MSFT) to demonstrate forecasting future data using built-in features and DAX algorithms. Upon completion, you'll have a comprehensive toolkit to tackle time series data and master the fourth dimension.

👉 Swipe for the chapter breakdown. 👉

Start now, 🔗 in bio.

💸 Remember, our early #BlackFriday access is live. Activate to get 50% off an annual DataCamp Premium subscription and unlock all 450+ courses.

Save now 👉 https://ow.ly/zEbO50Q7Qu1","['Great new course, as usual! ❤️❤️❤️']",['8w'],['credslife_'],['0'],1
36,"Nov 29, 2023","Test your skills for a cause that could help change the world: Develop an AI-driven chatbot for disaster assistance and emergency relief.

The need for innovative disaster response methods in the aftermath of earthquakes has never been more urgent. In partnership with @omdenaglobal we invite learners to apply for an 8-week challenge to develop AI for disaster assistance and emergency relief.

What's the goal?

The ultimate objective is to create an AI-powered chatbot that provides accurate, real-time information and guidance to individuals in disaster-affected areas.

Why should you participate?

👉 Collaborate with a global team of 50 AI engineers.
👉 Experience the entire data science project lifecycle.
👉 Contribute to a cause that transcends technology, aiding real-world disaster relief.

⏰ Applications close Dec 13, 2023.

Bonus: Selected participants get a free one-year Premium DataCamp Scholarship through our #DCDonates partners at Omdena.

Discover more 👉 https://ow.ly/ea9G50QclGg",[],[],[],[],0
131,"Nov 22, 2023","Brand new Track: Unlock the financial power of one of the world's most popular Business Intelligence tools. 💰 📈

Through expert-led courses, gain practical finance skills that you can apply in #PowerBI immediately. Explore basic financial terms and calculations, learn about dashboarding, and understand essential concepts like the time value of money and net present value.

Finally, enhance your understanding of financial statements by diving into cash flow and income statements—calculating key financial ratios to measure and evaluate performance.

👉 Swipe through for individual courses. 👉

Not a Premium learner? Unlock this Track and 450+ other courses for half price this #BlackFriday. Master the skills to thrive in the age of data and AI 👉 🔗 in bio.",[],[],[],[],0
88,"Dec 9, 2023","Brand new: Embark on a transformative journey into the cloud with our Intro to Azure course.

Crafted for IT enthusiasts, developers, and those eager to explore the potential of cloud computing, gain the skills needed to navigate Microsoft Azure's expansive landscape.

Upon completion, you'll have a solid foundation in Azure, equipped with the skills to unlock a world of possibilities in the cloud.

👉 Swipe for the course breakdown. 👉

Start now for free 👉 🔗 in bio.",[],[],[],[],0
182,"Nov 18, 2023","Preparing for a business analyst interview? We've got you covered. 👊

We've sourced and compiled some of the most common business analyst interview questions and answers for all experience levels. From basic concepts to more complex scenarios, uncover everything you need to know to impress your potential employers.

Including:

💥 The role of a business analyst
💥 General business analyst interview questions
💥 Business analyst interview questions by level
💥 Diving deep: technical and system-related questions
💥 Advanced topics: business intelligence analyst interview questions
💥 Scenario-based and behavioral questions
💥 Preparing for the interview: tips and resources

Enhance your preparation 👉 🔗 in bio.",['Guys u shoul put together a course thatvteaches fundamentals of this subject!!'],['8w'],['mauro_bsn'],['0'],1
252,"Dec 20, 2023","DataCamp's top five courses to help you master Power BI. 👇

We learn best by doing. Advance your Power BI skills through bite-sized interactive courses, combining short videos with hands-on exercises to grasp key BI concepts designed to accelerate your career and fuel data-driven decision-making.

1️⃣ Introduction to Power BI: Gain a 360° overview of using Power BI to build impactful reports—go from zero to hero as you discover how to leverage Power BI in common scenarios through hands-on exercises. 🔗 http://bitly.ws/HzGy

2️⃣ Introduction to DAX in Power BI: Start your journey to becoming a DAX master by covering the fundamental concepts and best practices for implementing DAX in your reports. 🔗 http://bitly.ws/HzKK

3️⃣ Data Visualization in Power BI: Discover how to create a plethora of visualizations, such as scatter plots, tornado charts, and gauges, without overwhelming your audience. 🔗 http://bitly.ws/HzLh

4️⃣ Data Preparation in Power BI: Learn how to use Power Query Editor to transform and shape your data to be ready for analysis. 🔗 http://bitly.ws/HzMz

5️⃣ Data Modelling in Power BI: Explore a toolbox of data cleaning, shaping, and loading techniques, which you can apply to real-world datasets issued by the United States Census Bureau. 🔗 http://bitly.ws/HzMY","['Dam guys I asked for them 9 months ago 😂😢', 'Interested']","['3w', '3w']","['sitraka17', 'simran__arora_ray_']","['1 like', '2 likes']",2
71,"Nov 25, 2023","Brand new course: Unlock the power of AI strategy in the data-driven world. ⚡️

Dive into the interconnectedness of business, data, and AI strategies, equipping you with the knowledge to create a strong strategic framework. Uncover key components of a successful AI strategy, the role of executive sponsors and champions in driving AI adoption, and much more.

👉 Swipe for chapter breakdown. 👉

Start now, 🔗 in bio.

Not a Premium learner? #BlackFriday offer has been extended by 48 hours. Get all 450+ career-advancing courses, including our new AI curriculum, for half price. 💸","['Nice post 😍, Consept explained Deeply 📃', 'It seems great!']","['7w', '7w']","['dataandinsights', 'gui.bandeira']","['0', '0']",2
57,"Nov 18, 2023","Brand new course: In just one hour, dive into the AI ecosystem and discover how to leverage generative AI to enhance workflows. ⚡️

Learn how to use generative AI through augmentation, co-creation, and replacement techniques. Finally, you'll uncover responsible AI and how to prepare and lead in a future with generative AI through strategic alignment, change management, and continuous improvement.

👉 Swipe for the chapter breakdown. 👉

Start now for free: https://ow.ly/QQPk50Q8I2q

Fancy unlimited learning? Unlock all 450+ data and AI courses, learning paths, certifications, and more 🤯 for 50% OFF with our #BlackFriday sale!

Limited time offer, claim now 🔗 in bio.",[],[],[],[],0
58,"Dec 2, 2023","Year In Data 2023 is Live! 📺 All learners can now sign onto their DataCamp accounts and access their 2023 journey.

💡 Personalized insights: Immerse yourself in a visual representation of your data journey, from XP gained to which data domains you mastered.

🎓Achievements and certifications: Discover the milestones of your learning journey, from your longest streak to the courses you conquered.

🤝 Workspace and community: Unpack the Workspaces you've built, the upvotes you have received, and the vibrant community you are a part of.

Complete with an easy-to-share feature, let your network know what you've achieved with the #MyYearInData23 hashtag—and your plans for 2024. 🚀

Sign into www.datacamp.com and start exploring.",[],[],[],[],0
206,"Dec 18, 2023","The Business Intelligence Analyst operates at the helm of business analytics, transforming raw data into actionable insights. 📈

But it's not just about charts or spreadsheets—it's about identifying trends, predicting outcomes, and facilitating data-driven decision-making. As more workforces look to gather insights from an expanding amount of data, the demand for BI Analysts will only increase.

Dive into a complete guide to becoming a Business Intelligence Analyst in 2024, including a breakdown of the role itself, resources to help you get started, and how to become one with five steps for success.

Discover more 👉 🔗 in bio.",[],[],[],[],0
67,"Nov 23, 2023","Natural Language Processing (NLP) is a pivotal technology in Artificial Intelligence (AI), bridging the gap between human communication and computer understanding.

A multidisciplinary domain that empowers computers to interpret, analyze, and generate human language, NLP enables seamless interaction between humans and machines, signaling a new era of democratized AI.

Gain a comprehensive overview of NLP, including:

💥 What is Natural Language Processing?
💥 How does NLP work?
💥 What is NLP used for?
💥 Challenges and the future of NLP
💥 Getting started with NLP

Discover more 👉🔗 in bio.",[],[],[],[],0
52,"Dec 13, 2023","Build vital generative AI skills in just 1-2 hours with our series of free code-alongs.

Today's focus 👉 #Pinecone. Across three sessions, combine the power of Pinecone vector databases and the #OpenAI API and build long-term memory.

1️⃣ 🔎 Vector databases enable semantic search to provide higher quality results than conventional keyword search. Learn how to use Pinecone to do this—starting by setting up a developer account and integrating it with Workspace.

Start now 👉 https://ow.ly/hBjG50Qi0MF

2️⃣ 🍿 Perform retrieval augmented generation in a case study on movie data. You'll process movie data for storage in the Pinecone vector database, then use it to inform answers to questions to GPT.

Start now 👉 https://ow.ly/vexM50Qi0MH

3️⃣ 🤖 Develop your skills with GPT, Pinecone, and LangChain to create a chatbot that answers questions about research papers. Use retrieval augmented generation, and learn how to combine this with conversational memory.

Start now 👉 https://ow.ly/vuU550Qi0MJ

Looking for something else? Get all sessions free for a limited time, covering the OpenAI API, #LangChain, @huggingface_ai, and #Pinecone.

All sessions 👉 🔗 in bio.",[],[],[],[],0
51,"Nov 14, 2023","#OpenAI announces the Assistants API—extending the existing API to make it easier for software developers to build AI assistants, like chatbots.

The new features:

1️⃣ Threads to help manage longer conversations
2️⃣ Retrieval to help store text
3️⃣ Built-in code interpretation
4️⃣ Improvements to the function-calling capabilities

While the generative AI revolution in 2023 has been astounding, the Assistants API promises to reduce that barrier to entry, enabling more products to incorporate the technology faster... 🚀

Discover more 👉🔗 in bio.",['Knowledge 👏👏👏'],['8w'],['credslife_'],['0'],1
35,"Dec 4, 2023","What are the best practices for transitioning into and managing your data in the cloud? ☁️

Salim Syed, VP & Head of Engineering for @capitalone Slingshot product, explores cloud data management, the evolution of Slingshot into a major multi-tenant SaaS platform, the shift from on-premise to cloud-based data governance, and much more.

Key takeaways:

💥 In cloud data management, cost optimization is an ongoing process with constant vigilance to new users, usage patterns, and workloads.

💥 When starting a journey to the cloud, prioritize thinking about data governance and control.

💥 Effective cloud transformation and data management require strong leadership buy-in.

🎧 Listen to (or watch) the full episode, 🔗 in bio.",[],[],[],[],0
144,"Dec 1, 2023","💚 Your favorite episode: #ChatGPT & How Generative AI is Augmenting Workflows
📈 Top 25% of all charted podcasters on Spotify
🌎 Streamed across 118 countries
🎧 26% increase in listeners on Spotify

Spotify wrapped for DataFramed 2023, our podcast exploring how technology and data are changing the world.

Hosted by Adel Nehme and Richard Cotton, we've been lucky to have some of the world's leading data and AI voices join us to unpack one of the most transformative years our industry has ever seen.

A massive thank you to all the new listeners who tuned in and all those who have stuck with us since day one.

In 2024, we plan to keep the data and AI conversations flowing with more world-class guests and topics on equipping everyone—from new learners to business leaders—with the knowledge to thrive in a data-driven world.

You can playback all episodes for free, 🔗 in bio.

Thanks for listening, the DataCamp team. 💚

Let us know in the comments what are your favorite DataFramed episodes. 👇",[],[],[],[],0
70,"Dec 12, 2023","Exploratory data analysis is about getting to know a new dataset—an essential skill for any data analyst or scientist.

In this code-along, George Cunningham, Business Development Representative at @DataCamp, explains the basics of exploring new datasets. Using data on UK Premiership soccer results, you will use #Python to calculate summary statistics and draw visualizations to generate insights.

Key takeaways:

💥 Learn to use the popular pandas package to explore a new dataset.
💥 Calculate averages and other common summary statistics using Python.
💥 Draw interactive stories using Plotly Express.

⏰ Tues Dec 19, 🔗 in bio to reigster.","['I’m not seeing the link in the bio link tree. Thanks.', ""Couldn't find the link""]","['4w', '4w']","['mackandrew_', 'mubipix']","['0', '0']",2
141,"Dec 25, 2023","🎄Merry Christmas DataCampers! 🎄

Q: Why did the data scientist get kicked out of the Christmas party?
A: They kept asking for more ""samples""... 🍕 🍔 🥂

We hope everyone is getting some well-earned rest (but not too much—those courses won't finish themselves... 👀 ) before we kickstart 2024 with more learning, more technologies mastered, and more growth!

Until then, a very Happy Holidays.
The DataCamp Team 💚","['🤝', '🤝🫡🙌']","['2w', '2w']","['guilhermepinto.auditor', 'guilhermepinto.auditor']","['0', '0']",2
28,"Dec 11, 2023","What can we expect from AI in 2024? 👇

Craig S. Smith, AI-focused journalist, former executive of @nytimes, and host of the podcast Eye On A.I., explores the 2023 advancements in generative AI, the evolving roles of companies like anthropicai and @meta, the future of world models and AI agents, and much more.

Key takeaways:

💥 Understand the capabilities and risks of AI agents, from their ability to automate workflows to potentially spreading disinformation.

💥 Cultivate AI literacy and skills, not necessarily in coding or algorithm development, but in using AI tools and understanding their implications in your field.

💥 Get to know world models, an emerging AI technology that learns directly from real-world inputs, which offers a more accurate representation of reality.

🎧 Listen to (or watch) the full episode, 🔗 in bio.",[],[],[],[],0
154,"Dec 1, 2023","Get the download on everything you need to get started with AI—for free. 💸

Our new AI Developer code-along series is in partnership with industry experts from @microsoft, #Pinecone, @fidelity, and more—giving learners the chance to develop and harness their AI skills heading into the new year.

Whether you're completely new to AI or are looking to add generative AI skills to your tool belt, we've designed these codealongs for coders by coders. Anyone with intermediate Python knowledge can jump in and start learning.

👉 Swipe through for individual sessions across #OpenAI API, #HuggingFace, Pinecone, & #LangChain. 👉

Master in-demand skills. Start now, 🔗 in bio.","['Awesome work!! 👏👏👏👏', 'Hey love your work I sent a dm BTW..']","['5w', '6w']","['credslife_', 'man.likenonso']","['0', '0']",2
157,"Nov 15, 2023","Data is essential to businesses and organizations, and the task of organizing all that data flow is where data pipelines shine.

Discover the basics of data pipelines for aspiring data professionals in this free tutorial, such as pipeline uses, common technology, and tips for pipeline building.

Including:

💥 What are data pipelines?
💥 Why use data pipelines?
💥 Data pipeline use cases and stakeholders
💥 Data storage: data lakes, data warehouses, and databases
💥 Pipeline schema (ETL vs ELT)
💥 Common data pipeline tools and technologies

And much more. 🔗 in bio.",['Data pipelines for the absolute win! ❤️❤️'],['8w'],['credslife_'],['0'],1
81,"Nov 19, 2023","Continuous learning is a revolutionary machine learning approach that enables models to integrate new data without explicit retraining.

It builds upon traditional machine learning fundamentals in a way that addresses the dynamic essence of real-world data, creating adaptable models that can improve machine performance over time.

Explore key concepts and applications, including:

💥 What is continuous learning?
💥 The continuous learning process
💥 Advantages of continuous learning
💥 Limitations of continuous learning
💥 Applications of continuous learning
💥 The future of continuous learning

Discover more 👉 🔗 in bio.",[],[],[],[],0
181,"Nov 29, 2023","🎉 Introducing: The AI Developer code-along series to help you break into AI in 2024.

Free for a limited time ⚡️, master the world's in-demand AI packages, including 1️⃣ #OpenAI API, 2️⃣ #LangChain, 3️⃣ #HuggingFace, and 4️⃣ #Pinecone, through a series of 1-2 hour code-alongs.

Discover all the skills and tools necessary to start building AI systems today. From beginner sessions to advanced practitioners, learn directly from AI leaders, including:

💥 Olivier Mertens, AI Tech Lead, @Microsoft
💥 Korey Stegared-Pace, AI Cloud Advocate, Microsoft
💥 James Briggs, Founder of Aurelio AI & Staff Developer Advocate, Pinecone
💥 Alara Dirik, Former Machine Learning Engineer, Hugging Face & PhD Candidate in 3D Computer Vision at @imperialcollege
💥 Priyanka Asnani, Sr. Machine Learning Engineer, @fidelity
💥 Jacob Marquez, Sr. Data Scientist - Graph Engineer
💥 Vincent Vankrunkelsven, Staff Engineer, DataCamp
💥 Richard Cotton, Data Evangelist, DataCamp

A unique opportunity to head into 2024 with enhanced AI skills.

Start now 👉 🔗 in bio.",[],[],[],[],0
257,"Nov 20, 2023","Explore the best AI frameworks and libraries for junior data practitioners starting their professional careers. 👇

Artificial Intelligence has become essential for software development in today's rapidly evolving tech landscape. It enables applications to perform tasks that were once exclusive to humans, such as understanding and generating human language, recognizing patterns in data, and making intelligent decisions.

Curated for up-and-coming practitioners with a solid technical foundation, uncover the essentials of AI frameworks.

Including:

💥 Why choose an AI framework?
💥 How to choose an AI framework that fits your business needs
💥 Open-source vs. commercial AI frameworks: benefits and drawbacks
💥 The best AI frameworks and libraries for streamlining business operations

Discover more 👉🔗 in bio.","['Love! ❤️❤️❤️❤️', 'Caret/Pycaret? Huggingface (although more a collection of models but great implementation potential)?', 'Great list !']","['7w', '7w', '7w']","['credslife_', 'dominicarruda', 'scd_company']","['0', '0', '0']",3
89,"Dec 9, 2023","How did @marksandspencer build a vibrant data culture and achieve an 800% growth in their data upskilling program in one year? 👇

To nurture internal talent and grow its workforce's data skills through the M&S BEAM Academy, the British retailer, present in 160 markets globally, partnered with DataCamp for businesses to launch five custom learning paths for their aspiring data practitioners.

Focusing on critical data science skills that would cement M&S as a digital-first market leader, the M&S BEAM Academy also collaborated with DataCamp's Customer Success team to launch internal competitions and organize events around data and AI.

Over 450 learners have already completed hands-on Python, SQL, Power BI, data literacy, Excel, and Spreadsheet training on DataCamp to drive business outcomes across 20+ teams at M&S—equalling a staggering 800% program growth in just one year.

A transformative partnership we couldn't be prouder of. 💚

Discover more 👉🔗 in bio.",[],[],[],[],0
98,"Dec 15, 2023","🚀 Free code-along session: Combine the power of text and audio AI models to build a bot that answers questions about YouTube videos.

Generative AI makes it easy to move beyond text, allowing for the analysis and generation of media like audio and images.

In this code-along, Korey Stegared-Pace, AI Cloud Advocate at @microsoft demonstrates how to transcribe YouTube video content using the Whisper speech-to-text AI, and then leverages GPT to ask questions about the content.

Gain essential AI skills in our 1-2 hour free code-along. Start now 👉 https://ow.ly/K7vv50Qjf7F

Not the right topic for you? Explore our free sessions on the #OpenAIAPI, @huggingface_ai, #Langchain, and #Pinecone in our AI Developer Series—free for a limited time.

Dive in 👉🔗 in bio.",[],[],[],[],0
136,"Dec 2, 2023","New track: Through six interactive courses and two projects, master the fundamentals of supervised machine learning and how to make predictions using labeled data.

If you're new to machine learning or want to specialize in supervised machine learning, this is the place to start. 👊

Led by an expert team, explore core supervised learning models and state-of-the-art algorithms like XGBoost. Culminate your learning journey by mastering ensemble techniques to tackle complex problems effectively.

Upon completion, you'll have mastered the essential supervised machine learning concepts and be able to apply them in Python.

Start now 🔗 https://ow.ly/Ah9n50QeGRW

⚡️ #CyberMonday is live; unlock this track and everything DataCamp offers for half price. Claim now 👉 🔗 in bio.",['Six interactive courses for the win! Awesome job! @datacamp !! ❤️'],['5w'],['credslife_'],['0'],1
33,"Dec 13, 2023","Good sales analytics capabilities can increase sales rep productivity and build a superior customer experience. 📈

However, with so many use cases and diverse datasets, it's common to end up with data silos and suffer from poor data hygiene and a lack of automation.

@_snowflake_inc's David Gojo and CJ Liu explain how to improve customer dashboards, sales forecasting, and sales notification systems—alongside exploring how Snowflake can be used across sales analytics.

Key takeaways:

💥 Uncover common sales data issues and best practices to solve them.
💥 Learn about the architecture of a modern sales data stack.
💥 Tips and tricks to improve sales rep productivity through better analytics.

⏰ Weds Dec 20, 🔗 in bio to register.",[],[],[],[],0
47,"Dec 18, 2023","Why Causal AI is the next frontier in business decision-making.

Paul Hünermund, Assistant Professor of Strategy and Innovation @cbscph, explores Causal AI, its differences from other forms of AI, its use cases and adoption across industries, and much more.

Key takeaways:

💥 Causal AI offers a more comprehensive approach than traditional AI—emphasizing causal reasoning over mere correlation.

💥 It is not limited to tech or data-centric fields; Causal AI has diverse applications across healthcare, marketing, human resources, and defense.

💥 Causal AI enables us to understand and predict the effects of different actions in various contexts, facilitating more strategic business and product development decision-making.

Listen to (or watch) the full episode here 👉🔗 in bio.",[],[],[],[],0
75,"Dec 8, 2023","Master the world's most in-demand AI packages in 1–2 hour code-alongs. ⏳

With the DataCamp #AI Developer series, anyone can learn career-advancing AI packages for free. Across 12 hours of learning, you could come away with a brand new AI toolkit heading into 2024.

Including:

👉 The OpenAI API
👉 Hugging Face
👉 #Langchain
👉 Pinecone

The only thing you need to invest is time. Start now 👉🔗 in bio.

#ArtificialIntelligence #ChatGPT #OpenAI",[],[],[],[],0
26,"Nov 29, 2023","From art to marketing, image generation AIs like Midjourney, Stable Diffusion, and DALL-E 3 are reshaping every visual industry. To create such transformative visuals, each one uses diffuser models.

Philip Bontrager, Machine Learning Engineer at @Meta, teaches us how to build your own diffuser model from scratch. You'll use Python and PyTorch to create a simple version of this cutting-edge technology.

Key takeaways:

💥 Understanding the mechanics of diffuser models.
💥 Practical implementation of diffuser models using PyTorch.
💥 Best practices for developing deep learning models for image generation.

⏰ Tues Dec 5, 🔗 in bio to register.",[],[],[],[],0
